Code	Clade	Order	Family	Species	Tissue Type	Include
KVAY	Core Eudicots/Rosids	Zygophyllales	Zygophyllaceae	Tribulus eichlerianus	mature leaf	F
ZHMB	Core Eudicots/Rosids	Zygophyllales	Krameriaceae	Krameria lanceolata	"young leaves, flower buds"	F
IHCQ	Core Eudicots/Rosids	Celastrales	Celastraceae	Crossopetalum rhacoma	"young leaves, a few flowers"	F
MFEA	Core Eudicots/Rosids	Celastrales	Celastraceae	Stackhousia spathulata	young leaves	F
OCTM	Core Eudicots/Rosids	Cucurbitales	Begoniaceae	Begonia sp.	leaves	F
AXAF	Core Eudicots/Rosids	Cucurbitales	Cucurbitaceae	Thladiantha villosula	leaves	F
NNGU	Core Eudicots/Rosids	Cucurbitales	Coriariaceae	Coriaria nepalensis	leaves	F
SUAK	Core Eudicots/Rosids	Fabales	Fabaceae	Codariocalyx motorius	leaves and stems	F
RKLL	Core Eudicots/Rosids	Fabales	Fabaceae	Copaifera officinalis	leaves	F
RMWJ	Core Eudicots/Rosids	Fabales	Fabaceae	Wisteria floribunda	"flowers, leaves, stems"	F
PEZP	Core Eudicots/Rosids	Fabales	Fabaceae	Glycyrrhiza glabra	shoot (no flower) and root	F
RKFX	Core Eudicots/Rosids	Fabales	Fabaceae	Cercis canadensis	leaves and young flowers	F
GEHT	Core Eudicots/Rosids	Fabales	Fabaceae	Gleditsia triacanthos	leaves and young flowers	F
QZXQ	Core Eudicots/Rosids	Fabales	Fabaceae	Gymnocladus dioicus	leaves and young flowers	F
KZED	Core Eudicots/Rosids	Fabales	Fabaceae	Senna hebecarpa	young leaves and shoot	F
XOOE	Core Eudicots/Rosids	Fabales	Fabaceae	Desmanthus illinoensis	young leaves and shoot	F
NXOH	Core Eudicots/Rosids	Fabales	Fabaceae	Apios americana	young shoot and tuber	F
SLYR	Core Eudicots/Rosids	Fabales	Fabaceae	Cladrastis lutea	leaves and young flowers	F
KNMB	Core Eudicots/Rosids	Fabales	Fabaceae	Lathyrus sativus	young shoot and tuber	F
CMFF	Core Eudicots/Rosids	Fabales	Fabaceae	Lupinus polyphyllus	high alkaloid ��������� 	F
TTRG	Core Eudicots/Rosids	Fabales	Fabaceae	Lupinus angustifolius	leaves	F
TVSH	Core Eudicots/Rosids	Fabales	Fabaceae	Bituminaria bituminosa	leaves and buds	F
HJMP	Core Eudicots/Rosids	Fabales	Fabaceae	Astragalus membranaceus	shoot (no flower) and root	F
JTQQ	Core Eudicots/Rosids	Fabales	Fabaceae	Glycyrrhiza lepidota	shoot (no flower) and root	F
VLNB	Core Eudicots/Rosids	Fabales	Fabaceae	Gompholobium polymorphum	leaves and buds	F
ZUQW	Core Eudicots/Rosids	Fabales	Fabaceae	Glycine soja	root	F
OAQS	Core Eudicots/Rosids	Fabales	Fabaceae	Glycine soja	root + NaCl	F
LXGM	Core Eudicots/Rosids	Fabales	Fabaceae	Glycine soja	root + NaHCO3	F
RIDD	Core Eudicots/Rosids	Fabales	Fabaceae	Glycine soja	AB root + NaHCO3	F
PFSA	Core Eudicots/Rosids	Fabales	Fabaceae	Glycine soja	BB root + NaHCO3	F
TJMB	Core Eudicots/Rosids	Fabales	Fabaceae	Glycine soja	CB root + NaHCO3	F
AKRH	Core Eudicots/Rosids	Fabales	Fabaceae	Glycine soja	DB root + NaHCO3	F
FPLR	Core Eudicots/Rosids	Fabales	Fabaceae	Glycine soja	EB root + NaHCO3	F
LQUX	Core Eudicots/Rosids	Fabales	Fabaceae	Glycine soja	FB root + NaHCO3	F
JETM	Core Eudicots/Rosids	Fabales	Fabaceae	Bauhinia tomentosa	leaf	F
ZSSR	Core Eudicots/Rosids	Fabales	Fabaceae	Xanthocercis zambesiaca	leaf	F
ATQZ	Core Eudicots/Rosids	Fabales	Fabaceae	Acacia pycnantha		F
MGBF	Core Eudicots/Rosids	Fabales	Fabaceae	Acacia pycnantha		F
MYMP	Core Eudicots/Rosids	Fabales	Fabaceae	Astragalus propinquus	leaves	F
VHZV	Core Eudicots/Rosids	Fabales	Fabaceae	Gleditsia sinensis	leaves	F
ZCDJ	Core Eudicots/Rosids	Fabales	Fabaceae	Acacia argyrophylla		F
OHAE	Core Eudicots/Rosids	Fabales	Polygalaceae	Polygala lutea	leaf buds and flowers	F
OQHZ	Core Eudicots/Rosids	Fabales	Quillajaceae	Quillaja saponaria	leaves	F
CWZU	Core Eudicots/Rosids	Fagales	Betulaceae	Betula pendula	young leaves	F
LWDA	Core Eudicots/Rosids	Fagales	Betulaceae	Alnus serrulata	"young leaves, young inflorescence"	F
LNER	Core Eudicots/Rosids	Fagales	Casuarinacae	Casuarina equisetifolia	leaves	F
SVVG	Core Eudicots/Rosids	Fagales	Fagaceae	Fagus sylvatica		F
HENI	Core Eudicots/Rosids	Fagales	Fagaceae	Quercus shumardii	"very young leaves, some staminate flowers"	F
UZWG	Core Eudicots/Rosids	Fagales	Fagaceae	Castanea pumila	young leaves and flowers	F
NHUA	Core Eudicots/Rosids	Fagales	Fagaceae	Castanea crenata		F
DXQW	Core Eudicots/Rosids	Fagales	Juglandaceae	Juglans nigra	leaves	F
VWIP	Core Eudicots/Rosids	Fagales	Juglandaceae	Carya glabra		F
INSP	Core Eudicots/Rosids	Fagales	Myricaceae	Myrica cerifera	leaves	F
TJLC	Core Eudicots/Rosids	Fagales	Nothofagaceae	Nothofagus obliqua	leaves	F
NFXV	Core Eudicots/Rosids	Malpighiales	Calophyllaceae	Mammea americana	young leaves	F
ZBVT	Core Eudicots/Rosids	Malpighiales	Chrysobalanaceae	Chrysobalanus icaco	young leaves	F
HBUQ	Core Eudicots/Rosids	Malpighiales	Chrysobalanaceae	Licania michauxii	young leaves	F
FWCQ	Core Eudicots/Rosids	Malpighiales	Clusiaceae	Garcinia oblongifolia	young leaves	F
OSIP	Core Eudicots/Rosids	Malpighiales	Clusiaceae	Garcinia livingstonei	leaves	F
PAZJ	Core Eudicots/Rosids	Malpighiales	Euphorbiaceae	Ricinus communis	leaves and flower buds	F
XNLP	Core Eudicots/Rosids	Malpighiales	Euphorbiaceae	Manihot grahamii	leaves	F
VVPY	Core Eudicots/Rosids	Malpighiales	Euphorbiaceae	Croton tiglium	leaves	F
PXYR	Core Eudicots/Rosids	Malpighiales	Euphorbiaceae	Euphorbia pekinensis	"leaf, and inflorescence"	F
VPDX	Core Eudicots/Rosids	Malpighiales	Euphorbiaceae	Euphorbia mesembryanthemifolia	mature leaf	F
LSLA	Core Eudicots/Rosids	Malpighiales	Euphorbiaceae	Euphorbia mesembryanthemifolia	juvenile leaf	F
BNDE	Core Eudicots/Rosids	Malpighiales	Hypericaceae	Hypericum perforatum	"shoot (young leaves, floral buds)"	F
MYVH	Core Eudicots/Rosids	Malpighiales	Linaceae	Linum grandiflorum	"buds, stem, leaves, flowers"	F
MJAV	Core Eudicots/Rosids	Malpighiales	Linaceae	Linum usitatissimum	stem apex	F
OZJZ	Core Eudicots/Rosids	Malpighiales	Linaceae	Linum usitatissimum	stem region 3	F
OGSY	Core Eudicots/Rosids	Malpighiales	Linaceae	Linum usitatissimum	stem region 4	F
HNCF	Core Eudicots/Rosids	Malpighiales	Linaceae	Linum hirsutum	"stem apex, shoot, leaves"	F
BHYC	Core Eudicots/Rosids	Malpighiales	Linaceae	Linum lewisii	"stem apex, shoot, leaves"	F
AEPI	Core Eudicots/Rosids	Malpighiales	Linaceae	Linum leonii	"stem apex, shoot, leaves"	F
AXPJ	Core Eudicots/Rosids	Malpighiales	Linaceae	Linum flavum	"stem apex, shoot, leaves"	F
KCPT	Core Eudicots/Rosids	Malpighiales	Linaceae	Linum macraei	"stem apex, shoot, leaves"	F
XWMS	Core Eudicots/Rosids	Malpighiales	Linaceae	Linum perenne	"stem apex, shoot, leaves, flower buds (in bud)"	F
LFII	Core Eudicots/Rosids	Malpighiales	Linaceae	Linum perenne	"stem apex, shoot, leaves (veg.)"	F
OODC	Core Eudicots/Rosids	Malpighiales	Linaceae	Linum bienne	"stem apex, shoot, leaves, flowers, developing ca.."	F
VXOD	Core Eudicots/Rosids	Malpighiales	Linaceae	Linum tenuifolium	"stem apex, shoot, leaves"	F
TXMP	Core Eudicots/Rosids	Malpighiales	Linaceae	Linum strictum	"stem apex, shoot, leaves, flowers, developing c..."	F
XPBC	Core Eudicots/Rosids	Malpighiales	Malpighiaceae	Galphimia gracilis	leaves and young flowers	F
COAQ	Core Eudicots/Rosids	Malpighiales	Malesherbiaceae	Malesherbia fasciculata	shoot with flowers	F
TVCU	Core Eudicots/Rosids	Malpighiales	Ochnaceae	Ochna mossambicensis	leaves	F
CKDK	Core Eudicots/Rosids	Malpighiales	Ochnaceae	Ochna serrulata	young shoots and flower buds	F
ZIWB	Core Eudicots/Rosids	Malpighiales	Passifloraceae	Passiflora sp.		F
EZZT	Core Eudicots/Rosids	Malpighiales	Passifloraceae	Passiflora edulis	young leaves	F
SIZE	Core Eudicots/Rosids	Malpighiales	Passifloraceae	Passiflora caerulea	leaf	F
YGAT	Core Eudicots/Rosids	Malpighiales	Phyllanthaceae	Phyllanthus sp.	leaves	F
VNMY	Core Eudicots/Rosids	Malpighiales	Phyllanthaceae	Bischofia javanica	young leaves	F
RVGH	Core Eudicots/Rosids	Malpighiales	Putranjivaceae	Drypetes deplanchei	leaves	F
ZTLR	Core Eudicots/Rosids	Malpighiales	Rhizophoraceae	Rhizophora mangle	leaves	F
RPPC	Core Eudicots/Rosids	Malpighiales	[Erythroyxlaceae]	Erythroxylum coca	leaves	F
INQX	Core Eudicots/Rosids	Malpighiales	Salicaceae	Salix acutifolia	shoot	F
IEPQ	Core Eudicots/Rosids	Malpighiales	Salicaceae	Salix dasyclados	shoot	F
GLVK	Core Eudicots/Rosids	Malpighiales	Salicaceae	Salix eriocephala	shoot	F
LFOG	Core Eudicots/Rosids	Malpighiales	Salicaceae	Salix purpurea	shoot	F
TDTF	Core Eudicots/Rosids	Malpighiales	Salicaceae	Salix sachalinensis	shoot	F
KKDQ	Core Eudicots/Rosids	Malpighiales	Salicaceae	Salix viminalis	shoot	F
RZTJ	Core Eudicots/Rosids	Malpighiales	Salicaceae	Salix fargesii	young shoot	F
LPGY	Core Eudicots/Rosids	Malpighiales	Violaceae	Viola tricolor	"young leaves, some floral buds"	F
NJLF	Core Eudicots/Rosids	Malpighiales	Violaceae	Viola canadensis	"leaf, stem, flowers, developing fruits"	F
YZVJ	Core Eudicots/Rosids	Oxalidales	Cephalotaceae	Cephalotus follicularis	leaves	F
TIUZ	Core Eudicots/Rosids	Oxalidales	Cunoniaceae	Cunonia capensis	leaves	F
THHD	Core Eudicots/Rosids	Oxalidales	Elaeocarpaceae	Elaeocarpus sylvestris		F
JHCN	Core Eudicots/Rosids	Oxalidales	Oxalidaceae	Oxalis sp.	leaves and young flowers	F
PDIE	Core Eudicots/Rosids	Rosales	Cannabaceae	Cannabis sativa	xylem var. C	F
PMRP	Core Eudicots/Rosids	Rosales	Cannabaceae	Cannabis sativa	stem var. A	F
DGNP	Core Eudicots/Rosids	Rosales	Cannabaceae	Cannabis sativa	core var. A	F
SFZX	Core Eudicots/Rosids	Rosales	Cannabaceae	Cannabis sativa	stem peel var. A	F
AQGE	Core Eudicots/Rosids	Rosales	Cannabaceae	Humulus lupulus	young leaves	F
KYAD	Core Eudicots/Rosids	Rosales	Cannabaceae	Celtis occidentalis	young leaves and flowers	F
RBYC	Core Eudicots/Rosids	Rosales	Elaeagnaceae	Elaeagnus pungens	young leaves	F
XVJB	Core Eudicots/Rosids	Rosales	Moraceae	Morus nigra	"flower, stem, leaves"	F
EDHN	Core Eudicots/Rosids	Rosales	Moraceae	Ficus religiosa	leaf	F
EILE	Core Eudicots/Rosids	Rosales	Rhamnaceae	Rhamnus japonica		F
WVEF	Core Eudicots/Rosids	Rosales	Rhamnaceae	Rhamnus caroliniana	young leaves	F
ZHEE	Core Eudicots/Rosids	Rosales	Rhamnaceae	Ziziphus jujuba	young leaves	F
IANR	Core Eudicots/Rosids	Rosales	Rosaceae	Rosa palustris		F
QNOC	Core Eudicots/Rosids	Rosales	Rosaceae	Sanguisorba minor	young leaves	F
DHAW	Core Eudicots/Rosids	Rosales	Rosaceae	Geum quellyon	young leaves	F
NCVK	Core Eudicots/Rosids	Rosales	Rosaceae	Prunus prostrata	young leaves	F
TJQY	Core Eudicots/Rosids	Rosales	Rosaceae	Kerria japonica	young leaves	F
VCIN	Core Eudicots/Rosids	Rosales	Rosaceae	Malus baccata var. jackii	young leaves	F
BLVL	Core Eudicots/Rosids	Rosales	Rosaceae	Sorbus koehneana	young leaves	F
EAVM	Core Eudicots/Rosids	Rosales	Rosaceae	Amelanchier canadensis	young leaves	F
QIEH	Core Eudicots/Rosids	Rosales	Rosaceae	Cotoneaster transcaucasicus	young leaves	F
SXCE	Core Eudicots/Rosids	Rosales	Rosaceae	Physocarpus opulifolius	young leaves	F
ZPKK	Core Eudicots/Rosids	Rosales	Rosaceae	Aruncus dioicus	young leaves	F
SQCF	Core Eudicots/Rosids	Rosales	Rosaceae	Dryas octopetala	young leaves	F
XFFT	Core Eudicots/Rosids	Rosales	Rosaceae	Cercocarpus ledifolius	young leaves	F
CQMG	Core Eudicots/Rosids	Rosales	Ulmaceae	Ulmus alata alata	leaves	F
ACFP	Core Eudicots/Rosids	Rosales	Urticaceae	Boehmeria nivea	shoot apex including nascent leaves and woody stem	F
WKCY	Core Eudicots/Rosids	Rosales	Urticaceae	Urtica dioica	leaf	F
WWKL	Core Eudicots/Rosids	Huerteales	Tapisciaceae	Tapiscia sinensis	young shoot	F
HYZL	Core Eudicots/Rosids	Brassicales	Akaniaceae	Akania lucens		F
DZTK	Core Eudicots/Rosids	Brassicales	Bataceae	Batis maritima	leaves	F
IPWB	Core Eudicots/Rosids	Brassicales	Brassicaceae	Brassica nigra	young leaves	F
VMNH	Core Eudicots/Rosids	Brassicales	Brassicaceae	Sinapis alba	leaves and buds	F
CSUV	Core Eudicots/Rosids	Brassicales	Brassicaceae	Cochlearia officinalis		F
TZWR	Core Eudicots/Rosids	Brassicales	Brassicaceae	Arabis alpina	young leaves	F
HABV	Core Eudicots/Rosids	Brassicales	Brassicaceae	Draba aizoides	fresh young leaves 	F
UVQL	Core Eudicots/Rosids	Brassicales	Brassicaceae	Draba magellanica	fresh young leaves  	F
BXBF	Core Eudicots/Rosids	Brassicales	Brassicaceae	Draba sachalinensis	fresh young leaves 	F
GTSV	Core Eudicots/Rosids	Brassicales	Brassicaceae	Draba hispida	fresh young leaves 	F
LAPO	Core Eudicots/Rosids	Brassicales	Brassicaceae	Draba oligosperma	fresh young leaves 	F
LJQF	Core Eudicots/Rosids	Brassicales	Brassicaceae	Draba ossetica	fresh young leaves 	F
QSKP	Core Eudicots/Rosids	Brassicales	Cleomaceae	Polanisia trachysperma	young leaves	F
HELY	Core Eudicots/Rosids	Brassicales	Cleomaceae	Cleome violacea	leaves	F
EZXQ	Core Eudicots/Rosids	Brassicales	Cleomaceae	Cleome violacea	leaves	F
ZLOA	Core Eudicots/Rosids	Brassicales	Cleomaceae	Cleome gynandra	juvenile leaf	F
MBQU	Core Eudicots/Rosids	Brassicales	Cleomaceae	Cleome gynandra	mature leaf	F
UPZX	Core Eudicots/Rosids	Brassicales	Cleomaceae	Cleome viscosa	mature leaf	F
UAXP	Core Eudicots/Rosids	Brassicales	Gyrostemonaceae	Gyrostemon ramulosus	leaves and fruit	F
JOIS	Core Eudicots/Rosids	Brassicales	Koeberliniaceae	Koeberlinia spinosa	young leaves	F
CRNC	Core Eudicots/Rosids	Brassicales	Limnanthaceae	Limnanthes douglasii	young leaves	F
CZPV	Core Eudicots/Rosids	Brassicales	Moringaceae	Moringa oleifera	leaves and young flowers	F
SWPE	Core Eudicots/Rosids	Brassicales	Resedaceae	Reseda odorata	young leaves	F
RTTY	Core Eudicots/Rosids	Brassicales	Salvadoraceae	Salvadora sp.	leaf shoots	F
MYZV	Core Eudicots/Rosids	Brassicales	Tropaeolaceae	Tropaeolum peregrinum	young leaves	F
KPTE	Core Eudicots/Rosids	Malvales	Bixaceae	Bixa orellana	young leaves	F
PKMO	Core Eudicots/Rosids	Malvales	Cistaceae	Cistus inflatus	young shoot	F
OLXF	Core Eudicots/Rosids	Malvales	Malvaceae	Hibiscus cannabinus	shoot apex including nascent leaves and woody stem	F
WYIG	Core Eudicots/Rosids	Malvales	Malvaceae	Dombeya burgessiae	leaf and buds/flowers	F
ZSAB	Core Eudicots/Rosids	Malvales	Malvaceae	Hoheria angustifolia	leaf and buds/flowers	F
ATFX	Core Eudicots/Rosids	Malvales	Muntingiaceae	Muntingia calabura	young leaves	F
WMUK	Core Eudicots/Rosids	Malvales	Sarcolaenaceae	Schizolaena sp.		F
QJXB	Core Eudicots/Rosids	Malvales	Thymelaeaceae	Wikstroemia indica	young shoots	F
PUDI	Core Eudicots/Rosids	Malvales	Thymelaeaceae	Daphne giraldii	leaves	F
AWJM	Core Eudicots/Rosids	Malvales	Thymelaeaceae	Edgeworthia papyrifera	flower buds	F
YUOM	Core Eudicots/Rosids	Sapindales	Anacardiaceae	Rhus radicans	leaves and stems	F
WAXR	Core Eudicots/Rosids	Sapindales	Anacardiaceae	Litchi chinensis	young leaves	F
JSZD	Core Eudicots/Rosids	Sapindales	Burseraceae	Bursera simaruba		F
FCCA	Core Eudicots/Rosids	Sapindales	Burseraceae	Boswellia sacra	leaves	F
BCAA	Core Eudicots/Rosids	Sapindales	Kirkiacae	Kirkia wilmsii	young leaves	F
UVDC	Core Eudicots/Rosids	Sapindales	Meliaceae	Azadirachta indica	young leaf shoots/ lvs = flws	F
CAIX	Core Eudicots/Rosids	Sapindales	Meliaceae	Melia azedarach	young leaves	F
VCCF	Core Eudicots/Rosids	Sapindales	Meliaceae	Melia azedarach	young leaves	F
OBTI	Core Eudicots/Rosids	Sapindales	Nitrariaceae	Peganum harmala		F
UHJR	Core Eudicots/Rosids	Sapindales	Rutaceae	Citrus x paradisi	leaves	F
PGKL	Core Eudicots/Rosids	Sapindales	Rutaceae	Phellodendron amurense	leaves	F
HBHB	Core Eudicots/Rosids	Sapindales	Sapindaceae	Aesculus pavia	very young lvs; possibly some v. young inflorescen	F
VFFP	Core Eudicots/Rosids	Sapindales	Sapindaceae	Acer negundo	young leaves and flowers	F
IKFD	Core Eudicots/Rosids	Sapindales	Simaroubaceae	Quassia amara	leaves	F
QICX	Core Eudicots/Rosids	Sapindales	Simaroubaceae	Ailanthus altissima	leaves	F
BFJL	Core Eudicots/Asterids	Cornales	Cornaceae	Cornus florida	leaves	F
XONJ	Core Eudicots/Asterids	Cornales	[Nyssaceae]	Camptotheca acuminata	young leaves	F
VUSY	Core Eudicots/Asterids	Cornales	[Nyssaceae]	Nyssa ogeche	young leaves	F
UZNH	Core Eudicots/Asterids	Cornales	Curtisiaceae	Curtisia dentata	leaves	F
QURC	Core Eudicots/Asterids	Cornales	Hydrangeaceae	Dichroa febrifuga	leaf and flower buds	F
ZETY	Core Eudicots/Asterids	Cornales	Hydrangeaceae	Hydrangea quercifolia	emerging leaves	F
BTZX	Core Eudicots/Asterids	Cornales	Hydrangeaceae	Philadelphus inodorus	young leaves	F
OTAN	Core Eudicots/Asterids	Cornales	Hydrangeaceae	Deutzia scabra	young leaves flower buds	F
VTLJ	Core Eudicots/Asterids	Cornales	Loasaceae	Caiophora chuquitensis	"leaves, stem, flower"	F
QAUE	Core Eudicots/Asterids	Ericales	Actinidiaceae	Actinidia chinensis	young leaves	F
JEXA	Core Eudicots/Asterids	Ericales	Balsaminaceae	Impatiens balsamifera	"shoot (flowers, floral buds, stem, leaves)"	F
YZGX	Core Eudicots/Asterids	Ericales	Cyrillaceae	Cyrilla racemiflora	young leaves and young flowers	F
ADHK	Core Eudicots/Asterids	Ericales	Diapensiaceae	Galax urceolata	leaves - diploid	F
UFHF	Core Eudicots/Asterids	Ericales	Diapensiaceae	Galax urceolata	leaves - tetraploid	F
KVFU	Core Eudicots/Asterids	Ericales	Ebenaceae	Diospyros malabarica	leaves	F
WXVX	Core Eudicots/Asterids	Ericales	Ericaceae	Ledum palustre	leaves	F
AVJK	Core Eudicots/Asterids	Ericales	Ericaceae	Cavendishia cuatrecasasii	vegetative shoots and flower buds	F
PPPZ	Core Eudicots/Asterids	Ericales	Ericaceae	Rhododendron scopulorum	leaves	F
SERM	Core Eudicots/Asterids	Ericales	Ericaceae	Sarcodes sanguinea	above ground / infloresence	F
LRTN	Core Eudicots/Asterids	Ericales	Ericaceae	Monotropa uniflora	above ground tissue mix	F
YSRZ	Core Eudicots/Asterids	Ericales	Fouquieriaceae	Fouquieria macdougalii	young leaves	F
DTOA	Core Eudicots/Asterids	Ericales	Maesaceae	Maesa lanceolata		F
BNTL	Core Eudicots/Asterids	Ericales	Marcgraviaceae	Souroubea exauriculata	leaves	F
DAAD	Core Eudicots/Asterids	Ericales	Myrsinaceae	Ardisia revoluta	leaves and flowers	F
ODDO	Core Eudicots/Asterids	Ericales	Myrsinaceae	Ardisia humilis	young leaves	F
NGRR	Core Eudicots/Asterids	Ericales	Pentaphylacaceae	Ternstroemia gymnanthera	leaves	F
WVMY	Core Eudicots/Asterids	Ericales	Polemoniaceae	Phlox drummondii		F
FNEN	Core Eudicots/Asterids	Ericales	Polemoniaceae	Phlox sp.	young leaves and flower buds	F
OJCW	Core Eudicots/Asterids	Ericales	Primulaceae	Maesa lanceolata	leaves	F
HUSX	Core Eudicots/Asterids	Ericales	Roridulaceae	Roridula gorgonias	leaves	F
WRPP	Core Eudicots/Asterids	Ericales	Sapotaceae	Synsepalum dulcificum	vegetative shoots and flower buds	F
BEFC	Core Eudicots/Asterids	Ericales	Sapotaceae	Manilkara zapota	young leaves	F
OXYP	Core Eudicots/Asterids	Ericales	Sapotaceae	Sideroxylon reclinatum	young leaves	F
AXBO	Core Eudicots/Asterids	Ericales	Styracaceae	Sinojackia xylocarpa	"very young leaves, some flower buds"	F
JPDJ	Core Eudicots/Asterids	Ericales	Symplocaceae	Symplocos tinctoria	young leaves	F
PTFA	Core Eudicots/Asterids	Ericales	Theophrastaceae	Jacquinia sp.	leaves	F
VJSJ	Core Eudicots/Asterids	incertae sedis	Boraginaceae	Heliotropium calcicola	leaves	F
NJJO	Core Eudicots/Asterids	incertae sedis	Apodanthaceae	Pilostyles thurberi	flower buds	F
JWEY	Core Eudicots/Asterids	incertae sedis	Boraginaceae	Heliotropium tenuifolium	mature leaf	F
EIGQ	Core Eudicots/Asterids	incertae sedis	Boraginaceae	Heliotropium calcicola	juvenile leaf	F
RGMN	Core Eudicots/Asterids	incertae sedis	Boraginaceae	Heliotropium calcicola	mature leaf	F
OUER	Core Eudicots/Asterids	incertae sedis	Boraginaceae	Heliotropium convolvulaceum	juvenile leaf	F
XKVX	Core Eudicots/Asterids	incertae sedis	Boraginaceae	Heliotropium filiforme	mature leaf	F
IPPG	Core Eudicots/Asterids	incertae sedis	Boraginaceae	Heliotropium filiforme	juvenile leaf	F
ABEH	Core Eudicots/Asterids	incertae sedis	Boraginaceae	Heliotropium greggii	mature leaf	F
NIGS	Core Eudicots/Asterids	incertae sedis	Boraginaceae	Heliotropium karwinskyi	mature leaf	F
MZOB	Core Eudicots/Asterids	incertae sedis	Boraginaceae	Heliotropium mendocinum	juvenile leaf	F
IDGE	Core Eudicots/Asterids	incertae sedis	Boraginaceae	Heliotropium racemosum	mature leaf	F
DIHD	Core Eudicots/Asterids	incertae sedis	Boraginaceae	Heliotropium tenellum	juvenile leaf	F
IWJG	Core Eudicots/Asterids	incertae sedis	Boraginaceae	Heliotropium texanum	juvenile leaf	F
CSWE	Core Eudicots/Asterids	incertae sedis	Boraginaceae	Heliotropium texanum	mature leaf	F
EMAL	Core Eudicots/Asterids	incertae sedis	Boraginaceae	Ehretia acuminata	leaves	F
DKFZ	Core Eudicots/Asterids	incertae sedis	Boraginaceae	Mertensia paniculata	"flowers, stems, leaves"	F
YQIJ	Core Eudicots/Asterids	incertae sedis	Boraginaceae	Phacelia campanularia	"stem apex, leaves, flowers"	F
SMUR	Core Eudicots/Asterids	incertae sedis	Boraginaceae	Lennoa madreporoides	above ground / infloresence	F
HANM	Core Eudicots/Asterids	incertae sedis	Boraginaceae	Pholisma arenarium	above ground / infloresence	F
QZZU	Core Eudicots/Asterids	incertae sedis	Icacinaceae	Pyrenacantha malvifolia		F
SZUO	Core Eudicots/Asterids	Garryales	Eucommiaceae	Eucommia ulmoides	leaves	F
GIPR	Core Eudicots/Asterids	Garryales	Garryaceae	Aucuba japonica	young leaves and flowers	F
PVGM	Core Eudicots/Asterids	Garryales	Oncothecaceae	Oncotheca balansae		F
MGVU	Core Eudicots/Asterids	Gentianales	Apocynaceae	Allamanda cathartica	"flower, floral buds, leaves and stem"	F
UOYN	Core Eudicots/Asterids	Gentianales	Apocynaceae	Catharanthus roseus	"flower, floral buds, leaves and stem"	F
JCLQ	Core Eudicots/Asterids	Gentianales	Apocynaceae	Apocynum androsaemifolium	shoot with flowers	F
UFQC	Core Eudicots/Asterids	Gentianales	Apocynaceae	Apocynum androsaemifolium	shoot with flowers	F
QEHE	Core Eudicots/Asterids	Gentianales	Apocynaceae	Rauvolfia tetraphylla	young leaves and flower buds	F
YADI	Core Eudicots/Asterids	Gentianales	Apocynaceae	Asclepias syriaca		F
DSUV	Core Eudicots/Asterids	Gentianales	Apocynaceae	Asclepias curassavica	"flowers, young stem and young leaves"	F
EDEQ	Core Eudicots/Asterids	Gentianales	Apocynaceae	Wrightia natalensis	leaf	F
JGYZ	Core Eudicots/Asterids	Gentianales	Apocynaceae	Holarrhena pubescens	leaf	F
HGSM	Core Eudicots/Asterids	Gentianales	Gelsemiaceae	Gelsemium sempervirens	young leaves	F
KPUM	Core Eudicots/Asterids	Gentianales	Gentianaceae	Exacum affine	"flowers, floral buds, stem, leaves"	F
ECTD	Core Eudicots/Asterids	Gentianales	Gentianaceae	Gentiana acaulis	leaves and flower buds	F
GGJD	Core Eudicots/Asterids	Gentianales	Loganiaceae	Strychnos spinosa	leaves	F
BQEQ	Core Eudicots/Asterids	Gentianales	Rubiaceae	Psychotria ipecacuanha	invitro plantlet	F
JOPH	Core Eudicots/Asterids	Gentianales	Rubiaceae	Psychotria ipecacuanha	root culture	F
ULGV	Core Eudicots/Asterids	Gentianales	Rubiaceae	Morinda citrifolia	leaves	F
WQRD	Core Eudicots/Asterids	Gentianales	Rubiaceae	Galium boreale	shoot and roots	F
PCNH	Core Eudicots/Asterids	Gentianales	Rubiaceae	Psychotria marginata	Leaf and flower buds	F
DNQA	Core Eudicots/Asterids	Gentianales	Rubiaceae	Psychotria douarrei	seed	F
WEAC	Core Eudicots/Asterids	Lamiales	Acanthaceae	Strobilanthes dyeriana	young leaves	F
AYIY	Core Eudicots/Asterids	Lamiales	Acanthaceae	Ruellia brittoniana	young leaves	F
PCGJ	Core Eudicots/Asterids	Lamiales	Acanthaceae	Anisacanthus quadrifidus	young leaves	F
NBMW	Core Eudicots/Asterids	Lamiales	Acanthaceae	Sanchezia sp.	leaf	F
UTQR	Core Eudicots/Asterids	Lamiales	Bignoniaceae	Tabebuia umbellata	young leaves	F
TKEK	Core Eudicots/Asterids	Lamiales	Bignoniaceae	Mansoa alliacea	young leaves	F
SVQC	Core Eudicots/Asterids	Lamiales	Bignoniaceae	Kigelia africana	young leaves	F
QKEI	Core Eudicots/Asterids	Lamiales	Bignoniaceae	Kigelia africana	young leaves	F
GDZS	Core Eudicots/Asterids	Lamiales	Byblidaceae	Byblis gigantea	leaves and buds	F
DCCI	Core Eudicots/Asterids	Lamiales	Calceolariaceae	Calceolaria pinifolia	leaves	F
DTNC	Core Eudicots/Asterids	Lamiales	Gesneriaceae	Sinningia tuberosa	leaves	F
